author_num,filename,date
651,DiffLine-0.02.tar.gz,949365231
652,IPC-Cache-0.01.tar.gz,949366422
75,Apache-Scoreboard-0.09.tar.gz,949367815
75,Audio-RaveMP-0.04.tar.gz,949367922
75,GTop-0.10.tar.gz,949367939
75,Xmms-Perl-0.09.tar.gz,949367957
652,IPC-Cache-0.02.tar.gz,949369329
610,Smil_pm_0_50.tgz,949373957
610,Smil_pm_0_62.tgz,949375150
639,Test-Cmd-0.03.tar.gz,949381133
116,checkbot-1.59.tar.gz,949389830
253,Template-Toolkit-1.03.tar.gz,949410654
300,Argv-0.48.tar.gz,949417000
300,ClearCase-Argv-0.19.tar.gz,949417106
300,IPC-ChildSafe-3.09.tar.gz,949417121
500,Hook-WrapSub-0.03.tar.gz,949420611
500,Text-Macros-0.04.tar.gz,949420809
500,Tie-Multidim-0.04.tar.gz,949420917
181,Event-tcp-0.13.tar.gz,949424097
181,Event-0.62.tar.gz,949427459
162,PDL-NetCDF-0.71.tar.gz,949428202
601,Tk-MListbox-1.08.tar.gz,949428579
226,URI-Find-0.02.tar.gz,949429047
653,Astro-MoonPhase-0.10.tar.gz,949433679
634,Hardware-Vhdl-Parser-0.06.tar.gz,949437041
437,Text-MacroScript-1.34.tar.gz,949438147
640,Spreadsheet-WriteExcel-0.09.tar.gz,949441690
438,Convert-Ethiopic-0.11.tar.gz,949445697
438,Zobel-0.13.tar.gz,949445815
584,Apache-SetWWWTheme-1.03.tar.gz,949464736
34,perl5.5.640.tar.gz,949496760
636,DB_File-Lock-0.03.tar.gz,949503661
348,MARC-1.05.tar.gz,949509250
510,WordNet-QueryData-1.04.tar.gz,949513893
380,Win32-ASP-2.10.tar.gz,949517981
610,Smil_pm_0_63.tgz,949520188
275,Apache-AuthCookie-2.000.tar.gz,949542298
548,HTML-TableExtract-0.01.tar.gz,949562326
548,Finance-QuoteHist-0.01.tar.gz,949562432
329,DBD-Unify-0.02.tar.gz,949591667
634,Hardware-Vhdl-Parser-0.07.tar.gz,949593310
332,Proc-ProcessTable-0.25.tar.gz,949595326
393,pBLADE-0.07.tar.gz,949612784
181,Event-0.63.tar.gz,949613978
314,Apache-ASP-0.18.tar.gz,949630454
393,pBLADE-0.08.tar.gz,949647582
59,PostScript-Font-1.01.tar.gz,949657400
336,WWW-Search-Yahoo-2.07.tar.gz,949677517
212,libxml-perl-0.06.tar.gz,949678405
634,Hardware-Verilog-Parser-0.02.tar.gz,949682671
654,GDGraph3d-0.30.tar.gz,949687028
34,dmake-4.1pl1-win32.zip,949688161
602,MQSeries-1.08.tar.gz,949694694
181,Event-0.64.tar.gz,949704499
618,HTTP-File-1.00.tgz,949718552
333,Filesys-Statvfs_Df-0.62.tar.gz,949754615
146,PerlQt-2.104.tar.gz,949770607
146,Qt-OpenGL-0.02.tar.gz,949770624
146,PerlKDE-0.004.tar.gz,949770730
313,Net-Hotline-0.77.tar.gz,949868144
423,Net-XWhois-0.64.tar.gz,949868974
402,nist-2.1.12.tar.gz,949884094
323,mon-0.38.16.tar.gz,949885934
323,Mon-0.7.tar.gz,949886040
478,Text-Tmpl-0.12.tar.gz,949890579
84,DBD-DB2-0.71a.tar.gz,949901356
23,SNMP-3.1.0.tar.gz,949930380
634,Hardware-Vhdl-Parser-0.08.tar.gz,949935829
135,DBD-Informix-0.97003.tar.gz,949951429
634,Hardware-Verilog-Parser-0.03.tar.gz,949953707
612,File-Rsync-0.10.tar.gz,949954899
634,Hardware-Verilog-Parser-0.04.tar.gz,949958406
185,Apache-DBILogin-1.6.tar.gz,949958873
181,Event-0.65.tar.gz,949959250
654,GDGraph3d-0.31.tar.gz,949975995
466,Env-Array-1.002.tar.gz,949983068
34,perl5.5.650.tar.gz,949999067
655,Getopt-Casual-0.06.tar.gz,950004794
32,DBI-FAQ-0.38.tar.gz,950023284
336,WWW-Search-2.09.tar.gz,950026910
346,Devel-ptkdb-1.1064.tar.gz,950027288
336,WWW-Search-HotBot-2.14.tar.gz,950027485
75,Apache-Scoreboard-0.10.tar.gz,950036315
437,CGI-QuickForm-1.70.tar.gz,950042307
181,Event-0.66.tar.gz,950047229
634,Hardware-Verilog-Parser-0.05.tar.gz,950048066
557,Win32-ASP-Extras-1.01.tar.gz,950048624
480,Lingua-LinkParser0.04.tar.gz,950053256
480,Lingua-LinkParser0.05.tar.gz,950053633
557,Error-Unhandled-1.01.tar.gz,950059895
639,Test-Cmd-0.04.tar.gz,950070325
656,PPresenter-1.00.tgz,950100484
634,Hardware-Vhdl-Parser-0.09.tar.gz,950109452
634,Hardware-Verilog-Parser-0.06.tar.gz,950113492
532,XML-XSLT-0.19.tar.gz,950113597
300,Argv-0.49.tar.gz,950119311
300,IPC-ChildSafe-3.10.tar.gz,950119508
300,ClearCase-Argv-0.20.tar.gz,950119614
329,DBD-Unify-0.03.tar.gz,950123610
567,Apache-mod_perl_guide-1.20.tar.gz,950125977
181,Event-0.67.tar.gz,950131073
437,CGI-QuickForm-1.71.tar.gz,950139684
480,Lingua-Wordnet0.1.tar.gz,950142052
557,Class-SelfMethods-1.07.tar.gz,950153013
557,Error-Unhandled-1.02.tar.gz,950153028
380,XML-XPath-0.11.tar.gz,950176960
601,Tk-MListbox-1.09.tar.gz,950192536
634,Hardware-Vhdl-Parser-0.10.tar.gz,950199879
332,WWW-Babelfish-0.05.tar.gz,950212648
525,HTML-Widgets-Search-0.02.tgz,950213659
135,DBD-Informix-0.97004.tar.gz,950226713
335,LaTeX-Parser-0.01.tar.gz,950227634
548,HTML-TableExtract-0.02.tar.gz,950234161
135,DBD-Informix-0.97005.tar.gz,950236170
275,Apache-AuthCookie-2.001.tar.gz,950248489
226,Email-Find-0.01.tar.gz,950288923
332,WWW-Babelfish-0.06.tar.gz,950289481
654,GDGraph3d-0.32.tar.gz,950301078
332,Proc-ProcessTable-0.26.tar.gz,950306183
165,HTML-Embperl-1.3b2.tar.gz,950308101
226,Tie-Cache-LRU-0.06.tar.gz,950310740
183,C-DynaLib-0.55.tar.gz,950324520
419,curses_forms_0_1.tar.gz,950359816
154,PGP-Sign-0.16.tar.gz,950360836
143,File-Sort-0.91.tar.gz,950376998
313,Net-Hotline-0.78.tar.gz,950383436
157,DBD-XBase-0.160.tar.gz,950383545
477,Crypt-Blowfish-2.01.tar.gz,950432776
157,Cstools-0.172.tar.gz,950462413
657,Test-Unit-0.06.tar.gz,950462792
346,Devel-ptkdb-1.1065.tar.gz,950479648
446,Gedcom-1.06.tar.gz,950483555
12,perl-ldap-0.14.tar.gz,950524459
488,File-MMagic-0.20.tar.gz,950524927
247,PDF-111.tgz,950539603
22,URI-1.05.tar.gz,950542775
157,TeX-DVI-0.100.tar.gz,950548315
523,Crypt-Blowfish_PP-1.02.tar.gz,950549778
355,grepmail-4.2.tar.gz,950554513
477,Crypt-Blowfish-2.02.tar.gz,950557605
658,Text-Boilerplate-0.08.tar.gz,950573296
659,Persistent-Base-0.50.tar.gz,950579736
659,Persistent-DBI-0.50.tar.gz,950580023
659,Persistent-LDAP-0.50.tar.gz,950580040
659,Persistent-MySQL-0.50.tar.gz,950580056
659,Persistent-Oracle-0.50.tar.gz,950580163
659,Persistent-Sybase-0.50.tar.gz,950580179
659,Persistent-mSQL-0.50.tar.gz,950580195
53,MHonArc2.4.5.tar.gz,950586243
584,HTML-WWWTheme-1.05.tar.gz,950587526
584,Apache-SetWWWTheme-1.04.tar.gz,950587541
585,Glade-Perl-0.48.tar.gz,950589819
554,Thesaurus-0.15.tar.gz,950591467
329,DBD-Unify-0.04.tar.gz,950615855
523,Crypt-Blowfish_PP-1.03.tar.gz,950633123
336,WWW-Search-Excite-2.05.tar.gz,950635400
49,HTTPD-User-Manage-1.54.tar.gz,950644370
49,GD-1.24.tar.gz,950644477
660,BTRIEVE-SAVE-0.35.tar.gz,950645487
181,Event-0.68.tar.gz,950648397
661,sequin.0.2.fixed.tar.gz,950648684
523,Crypt-Blowfish_PP-1.10.tar.gz,950732889
637,Net-Jabber-0.8.1b.tar.gz,950733628
637,XML-Stream-0.1b.tar.gz,950733735
662,Business-OnlinePayment-Cardstream-1.0.tar.gz,950788534
661,sequin.0.3.tar.gz,950790268
95,POP3Client-2.6.tar.gz,950795445
618,Date-Ordinal-2.4.tar.gz,950807714
523,Crypt-Blowfish_PP-1.11.tar.gz,950809000
97,Hash-NoVivify-0.01.tar.gz,950828378
569,XML-Twig-1.9.tar.gz,950834364
97,NVDefined-0.02.tar.gz,950839902
438,Convert-Ethiopic-0.12.tar.gz,950840385
473,HTML-Template-1.5.tar.gz,950848089
473,IPC-SharedCache-1.0.tar.gz,950848104
256,AI-Perceptron-0.01.tar.gz,950894945
571,Mail-IMAPClient-1.08.tar.gz,950903737
181,Event-0.69.tar.gz,950906289
634,Hardware-Verilog-Parser-0.07.tar.gz,950909293
437,Text-MacroScript-1.35.tar.gz,950916906
437,CGI-QuickForm-1.72.tar.gz,950916921
375,Crypt-HCE_MD5-0.60.tar.gz,950932767
375,Crypt-HCE_SHA-0.60.tar.gz,950932873
380,XML-XPath-0.13.tar.gz,950968500
652,File-Cache-0.04.tar.gz,950970596
384,DBD-MSSQLReporter-1.00.tgz,951020393
437,Math-Logic-1.00.tar.gz,951062621
275,Apache-SSI-2.11.tar.gz,951066713
437,Math-Logic-1.01.tar.gz,951071100
618,Date-Ordinal-2.9.tgz,951088486
226,Tie-VecArray-0.01.tar.gz,951118531
226,URI-Find-0.03.tar.gz,951124161
418,Apache-Language-0.11.tar.gz,951128342
612,File-Rsync-0.11.tar.gz,951152293
343,HTML-Mason-0.81.tar.gz,951163999
437,Math-Logic-1.02.tar.gz,951172257
555,Fwctl-0.25.tar.gz,951174989
419,curses_widgets_1_1.tar.gz,951186402
13,Net-ext-0.931.tar.gz,951192312
567,Apache-Watchdog-RunAway-0.01.tar.gz,951213660
34,perl5.5.660.tar.gz,951219694
49,GD-1.25.tar.gz,951232841
49,Crypt-CBC-1.23.tar.gz,951232856
36,DateManip-5.37.tar.gz,951237111
652,File-Cache-0.05.tar.gz,951257523
212,libxml-perl-0.07.tar.gz,951258719
107,PodParser-1.093.tar.gz,951265350
107,PodParser-1.10.tar.gz,951282299
659,Persistent-Base-0.51.tar.gz,951295630
663,Filesys-SamFS-0.021.tar.gz,951300818
