author_num,filename,date
40,String-Scanf-1.2.tar.gz,852121295
71,PGPLOT-2.0.tar.gz,852183053
12,libnet-1.03.tar.gz,852196576
137,DBD-Ingres-0.0202.tar.gz,852197176
12,MailTools-1.07.tar.gz,852201584
116,checkbot-1.46.tar.gz,852208965
12,TimeDate-1.06.tar.gz,852212910
49,CGI.pm-2.30.tar.gz,852223200
71,PGPLOT-2.01.tar.gz,852253626
71,PDL-1.03.tar.gz,852261250
130,perl5.003_19.tar.gz,852357748
34,Alias-2.3.tar.gz,852422772
2,Tk400201book.zip,852448380
2,perl500317book.zip,852448800
73,mvend203.tar.gz,852605979
12,libnet-1.04.tar.gz,852629767
38,InfoBrief-0.12.tar.gz,852642480
12,MailTools-1.08.tar.gz,852644329
12,TimeDate-1.07.tar.gz,852646140
26,mailagent-3.0@51.tar.gz,852678699
130,perl5.003_20.tar.gz,852689749
15,Tk400.201.tar.gz,852766050
2,Devel-Peek-0.8.tar.gz,852776100
2,Text-TeX-0.01.tar.gz,852777180
26,mailagent-3.0@53.tar.gz,852802882
59,GetoptLong-2.6.tar.gz,852985607
71,PDL-1.03p1.tar.gz,852995216
140,Net-Ident-1.10.tar.gz,853033463
47,Set-IntegerFast-3.0.tar.gz,853064661
47,Math-MatrixReal-1.0.tar.gz,853064670
56,HTML-Stream-1.32.tar.gz,853099412
98,Getopt-EvaP-2.3.1.tar.gz,853111692
98,Tie-Watch-0.97.tar.gz,853111860
56,HTML-Stream-1.36.tar.gz,853130101
56,MIME-tools-2.13.tar.gz,853150634
26,Storable-0.2.tar.gz,853155745
38,InfoBrief-0.13.tar.gz,853160460
2,Term-ReadLine-0.94.tar.gz,853173540
26,Storable-0.2@2.tar.gz,853175881
56,MIME-tools-2.14.tar.gz,853225537
26,Storable-0.3.tar.gz,853254756
37,DBI-0.74.tar.gz,853261140
37,DBD-Oracle-0.44.tar.gz,853275300
140,Net-Ident-1.11.tar.gz,853293953
124,WWW-Search-1.009.tar.gz,853295684
26,Storable-0.4.tar.gz,853352757
130,perl5.003_21.tar.gz,853369935
38,InfoBrief-0.14.tar.gz,853424880
78,graph-modules-1.001.tar.gz,853442985
130,perl5.003_22.tar.gz,853445056
106,Image-Size-2.2.tar.gz,853456337
1,CPAN-1.09_01.tar.gz,853468189
137,DBD-Ingres-0.04.tar.gz,853484908
136,VelocisSQL-1.3.tar.gz,853524125
76,Time-modules-97.011701.tar.gz,853566780
76,Text-Tabs+Wrap-97.011701.tar.gz,853570680
73,patch203-a.tar.gz,853602588
41,Business-CreditCard-0.21.tar.gz,853625721
12,IO-1.15.tar.gz,853666108
141,DBD-NET-0.1.tgz,853710257
15,Regexp-0.001.tar.gz,853710974
142,asm2htm-1.3.tar.gz,853717834
142,gif-info-1.1.tar.gz,853717838
112,eperl-2.0.3.tar.gz,853743318
38,Logfile-0.115.tar.gz,853748100
75,mod_perl-0.90_01.tar.gz,853754660
38,Wais-2.118.tar.gz,853771740
1,MsqlPerl-1.15.tar.gz,853797349
2,Devel-Peek-0.81.tar.gz,853798320
2,Term-ReadLine-0.95.tar.gz,853798380
1,CPAN-1.10.tar.gz,853808800
56,MIME-tools-3.203a.tar.gz,853818048
47,Set-IntegerFast-3.1.tar.gz,853914508
56,MIME-tools-3.204.tar.gz,853932253
26,Storable-0.4@2.tar.gz,853944443
1,CPAN-1.11.tar.gz,853959000
1,CPAN-1.12.tar.gz,853978078
75,mod_perl-0.91.tar.gz,853981102
75,mod_perl-0.92.tar.gz,854034979
1,CPAN-1.14.tar.gz,854068064
100,CGI_Lite-1.7.tar.gz,854096977
1,CPAN-1.15.tar.gz,854109132
36,DateManip-5.08.tar.gz,854124216
143,Mac-Apps-MacPGP-1.0b3.tar.gz,854151111
144,zfilter24.tar.gz,854179177
130,perl5.003_23.tar.gz,854186669
15,Tk400.202.tar.gz,854195582
144,zfilter24b.tar.gz,854195852
145,Win32Shortcut-0.02.zip,854225056
54,Parse-Lex-1.12.tar.gz,854236394
1,Test-Harness-1.14.tar.gz,854241026
146,Inheritance-0.01.tar.gz,854281540
146,Tie-Hash-Easy-0.01.tar.gz,854281648
146,Tie-Hash-Overlay-0.02.tar.gz,854281652
146,Tie-Hash-Static-0.01.tar.gz,854281656
146,Tie-Scalar-Easy-0.01.tar.gz,854281660
43,NISPlus-0.05-alpha.tar.gz,854284597
145,Win32Internet-0.06.zip,854318775
37,DBI-0.75.tar.gz,854402340
15,Audio-0.003.tar.gz,854404105
4,TermReadKey-2.07.tar.gz,854404371
22,libwww-perl-5.06.tar.gz,854409218
75,mod_perl-0.93.tar.gz,854419050
130,perl5.003_24.tar.gz,854517911
147,Period-1.11.tar.gz,854571735
75,ExtUtils-Embed-1.10.tar.gz,854587012
115,SyslogScan-0.31.tar.gz,854645546
112,slice-1.0.0.tar.gz,854707606
112,slice-1.0.1.tar.gz,854713229
1,Convert-UU-0.02.tar.gz,854715307
148,Df-0.0.1.tar.gz,854717594
78,Netscape-History-1.001.tar.gz,854721966
